"sample.date","sample.loc","LDL","N1","N2","Phi6","N501Y","del.69-70","T478","L452R","K417N","N679K","Q954H","R408S","A67V;del69-70","NP151","F490S","N-E136D","pH","turbidity","temperature","sample.type","sample.vol","occupancy","quar.new","quar.cont","iso.new","iso.cont","iso.cont.pre","iso.cont.post","iso.new.roll","cases","enrolled","negative","rejected","positive","pos.roll","vax.percent","volume","wildtype"
2021-09-29,"BA",720,784,784,7520,360,360,720,720,NA,NA,NA,NA,NA,NA,NA,NA,8.16,260,13.3,"C",6,823,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.812411031193538,34361.1717242151,784
2021-09-29,"BH",888,967,888,8012,444,444,888,888,NA,NA,NA,NA,NA,NA,NA,NA,8.69,159,14.1,"C",5,355,0,0,0,0,3,0,0,NA,NA,0,0,0,0,0.872534861084661,13925.1645910628,967
2021-09-29,"BL",720,1024,832,6592,360,360,720,720,NA,NA,NA,NA,NA,NA,NA,NA,7.7,152,15.9,"C",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024
2021-09-29,"DC",792,792,9856,10384,396,396,792,792,NA,NA,NA,NA,NA,NA,NA,NA,8,114,16.3,"C",11,892,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.880697615958276,69902.933538489,9856
2021-09-29,"EH",888,888,888,10853,444,444,444,444,NA,NA,NA,NA,NA,NA,NA,NA,8.37,106,20.8,"C",10,381,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.856080489938758,15188.0148251615,888
2021-09-29,"HL",1248,1664,1414,6434,624,624,624,624,NA,NA,NA,NA,NA,NA,NA,NA,8.43,279,17.3,"C",8,1156,0,0,0,0,6,0,0,NA,NA,0,0,0,0,0.819748377015156,61350,1664
2021-09-29,"HO",864,864,864,18240,432,432,432,864,NA,NA,NA,NA,NA,NA,NA,NA,8.29,75.3,20.4,"C",6,1213,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.882149910857779,82979.3691319395,864
2021-09-29,"HU",744,7258,5291,12400,372,372,744,744,NA,NA,NA,NA,NA,NA,NA,NA,7.79,65.2,19.9,"G",2.5,561,0,1,3,8,1,8,9,NA,NA,0,0,0,0,0.880158802433641,42633.6435453966,7258
2021-09-29,"LA",864,10906,9312,33024,432,432,4800,4934,NA,NA,NA,NA,NA,NA,NA,NA,7.88,169,11,"G",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10906
2021-09-29,"MC",864,8256,4992,10368,432,432,432,432,NA,NA,NA,NA,NA,NA,NA,NA,8.41,97.9,23.7,"G",4.5,1034,0,0,0,0,3,0,0,NA,NA,0,0,0,0,0.872784112808341,49192.3076923192,8256
2021-09-29,"MS",672,15531,12843,6436,336,336,881,881,NA,NA,NA,NA,NA,NA,NA,NA,7.61,176,16.4,"C",6,1243,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.895461912479741,90788.8172292919,15531
2021-09-29,"PL",720,75200,73600,7200,360,360,13120,13120,NA,NA,NA,NA,NA,NA,NA,NA,8.64,86.4,21,"C",10,572,0,0,0,0,5,0,0,NA,NA,0,0,0,0,0.906872852233677,13683.5956627651,75200
2021-09-29,"PU",624,16323,11925,7210,312,312,1636,1844,NA,NA,NA,NA,NA,NA,NA,NA,8.44,70.6,26,"G",NA,465,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.928073461161697,21651.5885192715,16323
2021-09-29,"UN",672,2778,1478,17621,336,336,672,672,NA,NA,NA,NA,NA,NA,NA,NA,8.15,73.3,10.5,"C",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778
2021-09-29,"WI",1104,1104,1104,11040,552,552,552,552,NA,NA,NA,NA,NA,NA,NA,NA,8.28,224,14.3,"C",9,1065,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.873862504660899,53723.7762237787,1104
2021-09-29,"WO",1512,1512,1512,26544,756,756,756,1512,NA,NA,NA,NA,NA,NA,NA,NA,8.29,86.2,13.3,"C",5,1026,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.837239371627219,50891.3231900781,1512
2021-09-29,"WY",672,672,672,6571,336,336,336,336,NA,NA,NA,NA,NA,NA,NA,NA,7.9,71,17,"C",6.5,655,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.87234889883736,62045.5199286444,672
2021-10-04,"AH",552,2221,1705,14229,276,276,883,883,NA,NA,NA,NA,NA,NA,NA,NA,7.88,89.1,21.7,"C",7.5,1145,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.834985589489693,30249.8407467604,2221
2021-10-04,"BA",1392,1980,1546,6094,696,696,696,1392,NA,NA,NA,NA,NA,NA,NA,NA,8.53,294,17.8,"C",8,824,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.827954223613686,29959.3173908181,1980
2021-10-04,"BH",1008,1008,1008,7056,504,504,1008,1008,NA,NA,NA,NA,NA,NA,NA,NA,8.48,110,17.7,"C",8,358,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.888910428865327,13128.0280252993,1008
2021-10-04,"BL",1080,1488,2448,32400,540,540,1080,1080,NA,NA,NA,NA,NA,NA,NA,NA,7.51,104,12.2,"C",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2448
2021-10-04,"DC",720,3744,2816,12160,360,360,720,720,NA,NA,NA,NA,NA,NA,NA,NA,8.03,85.3,16.2,"C",10,894,0,0,0,0,2,0,0,NA,NA,0,0,0,0,0.896050241194598,67989.1181269214,3744
2021-10-04,"EH",1152,1152,1306,8806,576,576,1152,1152,NA,NA,NA,NA,NA,NA,NA,NA,7.93,249,18.3,"C",7,381,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.874156600843743,12131.4288357571,1306
2021-10-04,"HL",960,1131,960,16213,480,480,480,480,NA,NA,NA,NA,NA,NA,NA,NA,7.84,146,23.1,"G",4,1159,0,0,0,0,5,0,0,NA,NA,0,0,0,0,0.843991236354021,58680.952380985,1131
2021-10-04,"HO",648,648,648,11088,324,324,324,324,NA,NA,NA,NA,NA,NA,NA,NA,7.84,55.4,22.8,"G",3.5,1209,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.896766169154229,78059.6192776803,648
2021-10-04,"HU",552,6747,7360,7605,276,276,1104,1104,NA,NA,NA,NA,NA,NA,NA,NA,8.49,78.5,11.8,"C",7,556,1,3,0,6,1,6,6,NA,NA,0,0,0,0,0.897753033519407,47193.0227901547,7360
2021-10-04,"LA",768,9387,8363,18773,384,384,1246,1246,NA,NA,NA,NA,NA,NA,NA,NA,7.24,114,8.6,"C",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9387
2021-10-04,"MC",624,790,624,7765,312,312,312,312,NA,NA,NA,NA,NA,NA,NA,NA,8.31,141,22.6,"G",4.5,1028,0,0,0,0,2,0,0,NA,NA,0,0,0,0,0.888974417892157,48922.619047612,790
2021-10-04,"MS",696,1377,1284,3959,348,348,348,696,NA,NA,NA,NA,NA,NA,NA,NA,8,94.6,19.7,"C",9,1244,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.910200689896045,82059.7630303944,1377
2021-10-04,"PL",600,787,733,6267,300,300,600,600,NA,NA,NA,NA,NA,NA,NA,NA,8.48,128,20,"C",9,572,0,0,0,0,2,0,0,NA,3,1,0,0,0,0.918556701030928,12916.3032436772,787
2021-10-04,"PU",528,528,645,11616,264,264,264,264,NA,NA,NA,NA,NA,NA,NA,NA,7.82,56.1,23.5,"G",2,465,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.936274509803922,22512.3646294512,645
2021-10-04,"UN",600,1600,1840,13600,300,300,600,600,NA,NA,NA,NA,NA,NA,NA,NA,7.6,71.9,14.9,"C",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840
2021-10-04,"WI",648,648,7776,6480,324,324,324,324,NA,NA,NA,NA,NA,NA,NA,NA,8.37,83.2,11.5,"C",8,1062,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.896268765641743,86454.7619047761,7776
2021-10-04,"WO",624,624,624,16085,312,312,312,624,NA,NA,NA,NA,NA,NA,NA,NA,8.08,32.4,14.6,"C",8.5,1024,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.860693651707947,82180.1589637995,624
2021-10-04,"WY",552,589,552,12634,276,276,276,276,NA,NA,NA,NA,NA,NA,NA,NA,7.62,51.2,18.3,"C",9,654,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.891628440366973,54833.3027549926,589
2021-10-06,"AH",648,1195,1339,5904,324,324,324,648,NA,NA,NA,NA,NA,NA,NA,NA,7.97,106,22.2,"C",9,1145,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.847132196679763,72083.3333333433,1339
2021-10-06,"BA",792,3080,4136,9504,396,396,792,792,NA,NA,NA,NA,NA,NA,NA,NA,8.45,101,19.5,"C",8,824,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.835605301357268,27755.1563220657,4136
2021-10-06,"BH",696,789,1021,11600,348,348,348,696,NA,NA,NA,NA,NA,NA,NA,NA,8.28,110,13.9,"C",5,358,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.896567890489001,12732.4866030663,1021
2021-10-06,"BL",936,4077,4430,29120,468,468,1040,1040,NA,NA,NA,NA,NA,NA,NA,NA,7.72,96,15.2,"C",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4430
2021-10-06,"DC",816,4714,1886,8160,408,408,408,408,NA,NA,NA,NA,NA,NA,NA,NA,8.26,141,10.6,"C",5,894,0,0,0,0,3,0,0,NA,NA,0,0,0,0,0.903692909598421,84700.6727859378,4714
2021-10-06,"EH",720,10080,12160,8640,360,360,720,720,NA,NA,NA,NA,NA,NA,NA,NA,8.25,182,18.6,"C",9,381,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.883413378955903,12746.2246349379,12160
2021-10-06,"HL",1248,5713,5131,12757,624,624,624,624,NA,NA,NA,NA,NA,NA,NA,NA,8.5,196,13.1,"C",8,1159,0,0,0,0,3,0,0,NA,NA,0,0,0,0,0.855908661655271,60125,5713
2021-10-06,"HO",576,2534,2176,11264,288,288,288,288,NA,NA,NA,NA,NA,NA,NA,NA,7.95,49.3,21.7,"C",8,1209,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.904021558872305,90855.7865630127,2534
2021-10-06,"HU",912,2229,2067,12363,456,456,912,912,NA,NA,NA,NA,NA,NA,NA,NA,8.35,74.6,11.8,"C",2.7,556,0,2,0,11,0,11,9,NA,NA,0,0,0,0,0.906304052991587,62349.3506493529,2229
2021-10-06,"LA",624,10400,7904,14976,312,312,2357,3245,NA,NA,NA,NA,NA,NA,NA,NA,7.87,102,12.7,"C",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10400
2021-10-06,"MC",1032,1032,1216,9311,516,516,516,516,NA,NA,NA,NA,NA,NA,NA,NA,8.58,232,16.9,"C",1.2,1028,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.896938189338235,47458.8235294074,1216
2021-10-06,"MS",672,672,672,6869,336,336,336,336,NA,NA,NA,NA,NA,NA,NA,NA,7.75,85.3,19.9,"C",9.5,1244,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.917570078604197,90562.8545650769,672
2021-10-06,"PL",648,14256,8928,6480,324,324,648,648,NA,NA,NA,NA,NA,NA,NA,NA,8.56,77.3,20.6,"C",8.5,572,0,0,0,1,0,1,1,NA,NA,0,0,0,0,0.924226804123711,13007.5202373121,14256
2021-10-06,"PU",648,648,648,13536,324,324,324,324,NA,NA,NA,NA,NA,NA,NA,NA,8.02,71.2,25.9,"G",4,465,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.939950980392157,21450.712363109,648
2021-10-06,"UN",672,1732,1762,13589,672,336,672,672,NA,NA,NA,NA,NA,NA,NA,NA,7.7,165,22.3,"G",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762
2021-10-06,"WI",1248,1858,4160,35221,624,624,624,1248,NA,NA,NA,NA,NA,NA,NA,NA,7.98,55.3,12,"C",8.5,1062,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.907491660703669,53109.0909090936,4160
2021-10-06,"WO",792,1161,1611,19184,396,396,396,396,NA,NA,NA,NA,NA,NA,NA,NA,8.28,71.2,18,"C",11,1024,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.872161421514723,52873.6033992469,1611
2021-10-06,"WY",648,648,778,14112,324,324,324,324,NA,NA,NA,NA,NA,NA,NA,NA,7.54,73.7,18.6,"C",11,654,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.901089449541284,61030.427768602,778
2021-10-11,"AH",672,672,732,5824,336,336,336,336,NA,NA,NA,NA,NA,NA,NA,NA,7.96,106,23,"C",8,1145,0,0,0,0,3,0,0,NA,NA,0,0,0,0,0.862142687623276,67941.1764705777,732
2021-10-11,"BA",888,2704,1835,11840,444,444,444,444,NA,NA,NA,NA,NA,NA,NA,NA,8.8,209,15.7,"C",5.4,824,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.844738785972123,26335.1237833723,2704
2021-10-11,"BL",840,4368,3827,10453,420,420,840,840,NA,NA,NA,NA,NA,NA,NA,NA,7.63,91.5,14.1,"C",8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4368
2021-10-11,"DC",768,768,768,12117,384,384,384,384,NA,NA,NA,NA,NA,NA,NA,NA,7.97,100,11.3,"C",6,894,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.912819561549008,77735.1143988445,768
2021-10-11,"EH",624,7072,624,7349,312,312,312,312,NA,NA,NA,NA,NA,NA,NA,NA,8.05,103,20.7,"C",5.4,381,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.898279730740464,13480.861473199,7072
2021-10-11,"HL",792,1250,1320,13728,396,396,792,792,NA,NA,NA,NA,NA,NA,NA,NA,8.13,87.3,10.8,"C",2.5,1159,0,0,0,0,2,0,0,NA,NA,0,0,0,0,0.868149781878923,54430.5882352889,1320
2021-10-11,"HO",576,576,576,11776,288,288,288,288,NA,NA,NA,NA,NA,NA,NA,NA,8.25,33.9,21,"C",9.8,1209,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.911894629689694,83156.9932168666,576
2021-10-11,"HU",696,6187,5166,14229,348,348,696,696,NA,NA,NA,NA,NA,NA,NA,NA,7.78,90,12.1,"C",2.5,556,0,3,1,9,0,9,10,NA,NA,0,0,0,0,0.915501599849426,62406.1188898315,6187
2021-10-11,"LA",744,3009,2563,24139,372,372,959,959,NA,NA,NA,NA,NA,NA,NA,NA,7.59,61.5,10.8,"C",1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3009
2021-10-11,"MC",720,720,720,5920,360,360,720,720,NA,NA,NA,NA,NA,NA,NA,NA,8.57,144,18.2,"C",9,1028,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.907272436533669,46023.8726790398,720
2021-10-11,"MS",600,600,600,19467,300,300,300,300,NA,NA,NA,NA,NA,NA,NA,NA,7.97,57.9,20,"C",9,1244,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.926002276252218,79443.8334665208,600
2021-10-11,"PL",648,648,648,5904,324,324,324,648,NA,NA,NA,NA,NA,NA,NA,NA,8.04,118,25.1,"G",3.9,572,0,0,0,1,0,1,1,NA,NA,0,0,0,0,0.931664212076583,12933.5957038134,648
2021-10-11,"PU",696,696,696,4949,348,348,348,348,NA,NA,NA,NA,NA,NA,NA,NA,7.91,116,26,"G",3.1,465,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.944621091679915,22330.1206863038,696
2021-10-11,"UN",720,13920,8960,6560,360,360,1872,1872,NA,NA,NA,NA,NA,NA,NA,NA,7.81,114,15.2,"C",8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13920
2021-10-11,"WI",816,1161,816,9611,408,408,408,408,NA,NA,NA,NA,NA,NA,NA,NA,8.3,91,13.4,"C",9,1062,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.918714555765595,48951.1494252682,1161
2021-10-11,"WO",648,648,648,9360,324,324,324,324,NA,NA,NA,NA,NA,NA,NA,NA,8.41,48.5,16.8,"C",11,1024,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.885789516786106,56638.6977917701,648
2021-10-11,"WY",720,720,720,9600,360,360,360,360,NA,NA,NA,NA,NA,NA,NA,NA,8.03,77.7,18.2,"C",9,654,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.91157620714038,60416.9178082598,720
2021-10-13,"AH",696,696,696,15776,348,348,696,696,NA,NA,NA,NA,NA,NA,NA,NA,7.38,72.1,23.3,"G",3,1145,0,0,0,0,4,0,0,NA,NA,0,0,0,0,0.864051943458904,70525,696
2021-10-13,"BA",648,648,648,8784,324,324,324,324,NA,NA,NA,NA,NA,NA,NA,NA,8.47,173,26.1,"G",4,824,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.845727057219638,29628.1874673404,648
2021-10-13,"BH",480,480,480,5760,240,240,240,480,NA,NA,NA,NA,NA,NA,NA,NA,8.12,37.6,13.8,"C",8,358,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.908249496981891,13123.0650235899,480
2021-10-13,"BL",984,1574,1793,9403,492,492,984,984,NA,NA,NA,NA,NA,NA,NA,NA,7.47,208,12,"C",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793
2021-10-13,"DC",840,11387,11387,13440,420,420,420,420,NA,NA,NA,NA,NA,NA,NA,NA,7.75,171,24.4,"G",3,894,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.913808883913518,85887.4324511774,11387
2021-10-13,"EH",504,1210,1602,6832,252,252,252,504,NA,NA,NA,NA,NA,NA,NA,NA,7.88,294,27.9,"G",4,381,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.902019446522064,14683.4983301498,1602
2021-10-13,"HL",624,1054,624,6101,312,312,624,624,NA,NA,NA,NA,NA,NA,NA,NA,8.05,315,10.8,"C",6.5,1159,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.868365578493856,57823.529411763,1054
2021-10-13,"HO",696,696,696,15621,348,348,348,348,NA,NA,NA,NA,NA,NA,NA,NA,8.19,54,22.3,"C",9,1209,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.912306417089236,80564.2157226726,696
2021-10-13,"HU",1440,1440,1440,17920,720,720,720,720,NA,NA,NA,NA,NA,NA,NA,NA,8.35,80.3,10.6,"C",3,556,0,1,0,7,0,7,4,NA,NA,0,0,0,0,0.915932618106531,51332.8335421239,1440
2021-10-13,"LA",528,528,528,14549,264,264,264,528,NA,NA,NA,NA,NA,NA,NA,NA,7.57,36,22.1,"G",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528
2021-10-13,"MC",1080,1080,1080,18240,540,540,540,540,NA,NA,NA,NA,NA,NA,NA,NA,8.51,193,15.6,"C",7,1028,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.908852753699905,43297.619047612,1080
2021-10-13,"MS",912,912,912,31413,456,456,456,456,NA,NA,NA,NA,NA,NA,NA,NA,7.18,52.7,21.7,"G",3,1244,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.926710815545464,87449.9041757949,912
2021-10-13,"PL",600,600,600,7600,300,300,300,300,NA,NA,NA,NA,NA,NA,NA,NA,7.94,119,26.8,"G",3,572,0,0,0,1,0,1,0,NA,3,1,0,0,0,0.932842415316642,12925.297002718,600
2021-10-13,"PU",624,624,624,15253,312,312,624,624,NA,NA,NA,NA,NA,NA,NA,NA,8.14,50.9,27,"G",2,465,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.945283518812931,21819.6862312555,624
2021-10-13,"UN",624,2122,1151,10677,312,312,624,624,NA,NA,NA,NA,NA,NA,NA,NA,7.63,137,23.6,"G",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2122
2021-10-13,"WI",720,880,1024,8800,360,360,360,720,NA,NA,NA,NA,NA,NA,NA,NA,7.88,187,13,"C",9,1062,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.918714555765595,73021.0084033608,1024
2021-10-13,"WO",648,11088,13536,7632,324,324,324,324,NA,NA,NA,NA,NA,NA,NA,NA,7.72,72.3,16.8,"C",10,1024,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.887229733762511,56638.6977917701,13536
2021-10-13,"WY",744,744,1058,10912,372,372,372,372,NA,NA,NA,NA,NA,NA,NA,NA,7.49,102,25.6,"G",3,654,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.912260039423569,53884.4043152062,1058
2021-10-18,"AH",336,3360,3509,6158,168,168,635,784,NA,NA,NA,NA,NA,NA,NA,NA,7.97,84.1,17.5,"C",6,1145,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.868646607481272,67357.1428571343,3509
2021-10-18,"BA",720,720,720,1792,360,360,360,360,NA,NA,NA,NA,NA,NA,NA,NA,8.46,341,17.7,"C",6,824,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.848800834202294,31330.8026745282,720
2021-10-18,"BH",696,1237,696,7579,348,348,348,348,NA,NA,NA,NA,NA,NA,NA,NA,8.05,72.5,11.4,"C",5,358,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.910960679330219,12734.6133296937,1237
2021-10-18,"BL",888,1559,1559,16773,444,444,947,947,NA,NA,NA,NA,NA,NA,NA,NA,7.4,112,11.7,"C",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559
2021-10-18,"DC",480,5760,4267,6293,240,240,1312,1376,NA,NA,NA,NA,NA,NA,NA,NA,7.66,64.6,8.4,"C",4,894,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.917756213750435,92176.7916836627,5760
2021-10-18,"EH",840,1437,1773,4181,420,420,420,420,NA,NA,NA,NA,NA,NA,NA,NA,8.03,271,16.8,"C",9.5,381,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.906881077038145,13504.6433479078,1773
2021-10-18,"HL",624,929,624,5505,312,312,624,624,NA,NA,NA,NA,NA,NA,NA,NA,7.81,70.9,22.1,"G",NA,1159,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.869748363416203,55891.6666666567,929
2021-10-18,"HO",576,576,909,6480,288,288,288,576,NA,NA,NA,NA,NA,NA,NA,NA,8.38,68,20.4,"C",7,1209,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.914529054677024,67789.1294667665,909
2021-10-18,"HU",504,504,504,6704,252,252,504,504,NA,NA,NA,NA,NA,NA,NA,NA,7.84,47.8,16.8,"C",10.5,556,0,1,0,3,0,3,2,NA,NA,0,0,0,0,0.921873335376058,39132.1861141664,504
2021-10-18,"LA",480,928,480,5867,240,240,240,480,NA,NA,NA,NA,NA,NA,NA,NA,7.91,136,19.9,"G",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928
2021-10-18,"MC",600,760,733,11067,300,300,600,600,NA,NA,NA,NA,NA,NA,NA,NA,8.31,83.2,14.3,"C",8.5,1028,0,0,0,0,2,0,0,NA,NA,0,0,0,0,0.91193886372512,42096.7741935551,760
2021-10-18,"MS",696,696,696,6032,348,348,348,696,NA,NA,NA,NA,NA,NA,NA,NA,7.3,163,22.8,"G",NA,1244,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.928777853404894,86762.3290793163,696
2021-10-18,"PL",456,456,598,5513,228,228,228,228,NA,NA,NA,NA,NA,NA,NA,NA,8.53,168,9.1,"C",8,572,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.935733151571952,12787.1306801518,598
2021-10-18,"PU",600,600,600,3467,300,300,300,600,NA,NA,NA,NA,NA,NA,NA,NA,8.53,168,9.1,"C",8.3,465,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.948000076078894,20926.5143540129,600
2021-10-18,"UN",600,1867,840,10267,300,300,787,920,NA,NA,NA,NA,NA,NA,NA,NA,7.59,111,12.8,"C",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867
2021-10-18,"WI",504,504,504,6126,252,252,252,252,NA,NA,NA,NA,NA,NA,NA,NA,7.9,60.2,10.1,"C",6.5,1062,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.920271953943977,66361.3445378244,504
2021-10-18,"WO",360,1432,432,4360,180,180,496,624,NA,NA,NA,NA,NA,NA,NA,NA,7.53,59,10,"C",2,1024,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.892849439306431,71692.5221886337,1432
2021-10-18,"WY",480,480,640,4800,240,240,240,240,NA,NA,NA,NA,NA,NA,NA,NA,7.73,76.7,16.6,"C",9,654,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.913925707740141,52255.4764295816,640
2021-10-20,"AH",864,864,1171,7680,432,432,432,864,NA,NA,NA,NA,NA,NA,NA,NA,7.52,92.4,18,"C",7,1132,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.870436879605765,76395.4248366058,1171
2021-10-20,"BA",1152,1152,1152,6042,576,576,576,576,NA,NA,NA,NA,NA,NA,NA,NA,8,141,13.2,"C",4,821,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.850191171359055,32436.7115262561,1152
2021-10-20,"BH",1104,1104,1104,12757,552,552,552,1104,NA,NA,NA,NA,NA,NA,NA,NA,8.02,89.3,12.3,"C",8,355,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.911695028930646,14363.5539919175,1104
2021-10-20,"BL",1176,12283,9408,14112,588,1176,1568,1699,NA,NA,NA,NA,NA,NA,NA,NA,7.3,142,10,"C",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12283
2021-10-20,"DC",456,456,1317,5067,228,228,228,456,NA,NA,NA,NA,NA,NA,NA,NA,7.66,138,9.5,"C",3,895,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.919728218732041,85892.2813714333,1317
2021-10-20,"EH",624,1498,1553,6240,312,312,624,624,NA,NA,NA,NA,NA,NA,NA,NA,7.53,86.3,17.7,"C",10,381,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.907629020194465,13407.7897839919,1553
2021-10-20,"HL",576,576,691,4749,288,288,576,576,NA,NA,NA,NA,NA,NA,NA,NA,7.91,83.4,10.1,"C",5,1148,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.870526355621145,58224.4008714557,691
2021-10-20,"HO",552,1460,1080,8464,276,276,552,552,NA,NA,NA,NA,NA,NA,NA,NA,7.4,60,20.2,"C",7,1203,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0.915736288135854,88040.5127291195,1460
2021-10-20,"HU",480,480,480,5173,240,240,240,480,NA,NA,NA,NA,NA,NA,NA,NA,7.15,44.4,16.9,"G",2.5,553,0,1,0,2,0,2,2,NA,NA,0,0,0,0,0.925546468051005,42568.4987208657,480
2021-10-20,"LA",768,1434,990,20480,384,384,384,768,NA,NA,NA,NA,NA,NA,NA,NA,7.5,107,9,"C",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434
